CLIENT_ID,CUST_ID,CUST_NAME,CLIENT_NAME,CLIENT_ACT,CLIENT_LOC,PVRC_CODE,LOB,PARENT_NBR,PLAN_ID,ISO_COUNTRY_CODE,ISO_COUNTRY_DES,EMPLOYER_ASSIGNED_ID,MEMBER_ID,SUBSCRIBER_ID,MEMBER_RELN,EMP_STATUS,DOB,GENDER,FIRST_NAME,MIDDLE_NAME,LAST_NAME,ADDR_TYPE_DES,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE,ZIP,PRIMARY_PHONE,EMAIL_ADDRESS,MBI,INSURANCE_NAME,INSURANCE_TYPE,EFF_DATE,TERM_DATE,INSURANCE_IND,POLICY_ID,CONSENT,CONDITION,SUP_INFO,TARGET_FLAG,EFID
273,42332,Wells Fargo & Company - UHC,Wells Fargo & Company,0,0,0,0,0,0,0,0,108666,108666,108666,108666,105596,108666,108666,108666,57515,108666,108666,108666,9559,108666,108666,108666,106979,0,0,0,108666,108666,108666,0,108666,0,0,0,0,108665
273,42400,Wells Fargo & Company - Kaiser HMO,Wells Fargo & Company,0,0,0,0,0,0,0,0,14692,14692,14692,14692,14239,14692,14692,14692,6704,14692,14692,14692,1596,14692,14692,14692,14441,0,0,0,14692,14692,14692,0,14692,0,0,0,0,14691
273,43682,WELLS FARGO UHC FAIRVIEW,Wells Fargo & Company,0,0,0,0,0,0,0,0,1787,1787,1787,1787,1742,1787,1787,1787,920,1787,1787,1787,199,1787,1787,1787,1772,0,0,0,1787,1787,1787,0,1787,0,0,0,0,1787
273,51319,Wells Fargo - Centivo,Wells Fargo & Company,0,0,0,0,0,0,0,0,1903,1903,1903,1903,1847,1903,1903,1903,842,1903,1903,1903,302,1903,1903,1903,1895,0,0,0,1903,1903,1903,0,1903,0,0,0,0,1903
273,689,Wells Fargo - Anthem BCBS,Wells Fargo & Company,0,0,0,0,0,0,0,0,74609,74609,74609,74609,72710,74609,74609,74609,33930,74609,74609,74609,7807,74609,74609,74609,73180,0,0,0,74607,74609,74609,0,74609,0,0,0,0,74606
27318,32561,PLUS ONE HOLDINGS INC,PLUS ONE HOLDINGS INC,0,0,753,0,0,0,0,0,753,753,753,753,753,753,753,753,410,753,753,753,118,753,753,753,624,461,6,753,753,753,753,45,753,461,0,0,0,753
27325,32569,POCLAIN HYDRAULICS,POCLAIN HYDRAULICS,0,0,484,0,0,0,0,0,484,484,484,484,455,484,484,484,268,484,484,484,38,484,484,484,371,181,10,484,484,484,484,52,484,181,0,0,0,484
27343,32597,PORT AUTHORITY TRANS HUDSON CORPORATION,PORT AUTHORITY TRANS HUDSON CORPORATION,0,0,4802,0,0,0,0,0,4802,4802,4802,4802,4277,4802,4802,4802,1453,4802,4802,4802,581,4802,4802,4802,3268,2257,1431,4802,4802,4802,4802,1833,4802,2257,0,0,0,4802
27359,32617,"CPS Solutions, LLC","CPS Solutions, LLC",0,0,2854,0,0,0,0,0,2854,2854,2854,2854,2841,2854,2854,2854,100,2854,2854,2854,184,2854,2854,2854,132,1460,55,2854,2854,2854,2854,173,2854,1460,0,0,0,2854
27454,32723,PUEBLO OF SANDIA,PUEBLO OF SANDIA,0,0,1576,0,0,0,0,0,1576,1576,1576,1576,914,1576,1576,1576,1107,1576,1576,1576,265,1576,1576,1576,1517,1097,77,1576,1576,1576,1576,160,1576,1097,0,0,0,1575
27455,32724,PULASKI COUNTY,PULASKI COUNTY,0,0,1028,0,0,0,0,0,1028,1028,1028,1028,1022,1028,1028,1028,884,1028,1028,1028,75,1028,1028,1028,840,624,32,1028,1028,1028,1028,103,1028,624,0,0,0,1028
27459,32728,PUMA NORTH AMERICA INC,PUMA NORTH AMERICA INC,0,0,1936,0,0,0,0,0,1936,1936,1936,1936,1936,1936,1936,1936,600,1936,1936,1936,383,1936,1936,1936,1803,1059,18,1936,1936,1936,1936,67,1936,1059,0,0,0,1935
27460,32729,PURCELL TIRE COMPANY,PURCELL TIRE COMPANY,0,0,1341,0,0,0,0,0,1341,1341,1341,1341,1338,1341,1341,1341,1086,1341,1341,1341,75,1341,1341,1341,790,655,39,1341,1341,1341,1341,122,1341,655,0,0,0,1341
27471,32741,QLIKTECH INC,QLIKTECH INC,0,0,2221,0,0,0,0,0,2221,2221,2221,2221,2216,2221,2221,2221,634,2221,2221,2221,1,2221,2221,2221,1639,909,35,2221,2221,2221,2221,168,2221,909,0,0,0,2221
27504,32782,"Racine County, Wisconsin",RACINE COUNTY,0,0,2236,0,0,0,0,0,2236,2236,2236,2236,2162,2236,2236,2236,2022,2236,2236,2236,29,2236,2236,2236,1993,982,44,2236,2236,2236,2236,251,2236,982,0,0,0,2236
27507,32787,RACINE UNIFIED SCHOOL DISTRICT,RACINE UNIFIED SCHOOL DISTRICT,0,0,5264,0,0,0,0,0,5264,5264,5264,5264,5259,5264,5264,5264,4675,5264,5264,5264,0,5264,5264,5264,5261,5264,123,5264,5264,5264,5264,1357,5264,5264,0,0,0,5264
27518,32798,RAINBOW USA,RAINBOW USA,0,0,620,0,0,0,0,0,620,620,620,620,620,620,620,620,269,620,620,620,48,620,620,620,43,491,49,620,620,620,620,72,620,491,0,0,0,620
27523,35877,Ralph Lauren Corporation,Ralph Lauren Corporation,0,0,5492,0,0,0,0,0,5492,5492,5492,5492,5492,5492,5492,5492,2546,5492,5492,5492,1580,5492,5492,5492,4647,4426,148,5492,5492,5492,5492,389,5492,4426,0,0,0,5491
27523,43883,RALPH LAUREN NPV HAZ,Ralph Lauren Corporation,0,0,0,0,0,0,0,0,3719,3719,3719,3719,3625,3719,3719,3719,685,3719,3719,3719,644,3719,3719,3719,2053,2200,0,0,3719,3719,3719,0,3719,2200,0,0,0,3719
27523,47626,Ralph Lauren Centivo,Ralph Lauren Corporation,0,0,0,0,0,0,0,0,177,177,177,177,167,177,177,177,60,177,177,177,10,177,177,177,104,177,0,0,177,177,177,0,177,177,0,0,0,177
27529,32817,Range Resources Corporation,Range Resources Corporation,0,0,1542,0,0,0,0,0,1542,1542,1542,1542,1539,1542,1542,1542,1232,1542,1542,1542,27,1542,1542,1542,927,680,35,1542,1542,1542,1542,140,1542,680,0,0,0,1542
27576,48813,Regal Ware Inc,Regal Ware Inc,0,0,341,0,0,0,0,0,341,341,341,341,327,341,341,341,155,341,341,341,1,341,341,341,194,195,12,341,341,341,341,31,341,195,0,0,0,341
27583,32877,Regis University,Regis University,0,0,735,0,0,0,0,0,735,735,735,735,735,735,735,735,358,735,735,735,16,735,735,735,635,416,46,735,735,735,735,101,735,416,0,0,0,735
27623,32927,Reyes Holdings LLC,REYES HOLDINGS LLC,0,0,11580,0,0,0,0,0,11580,11580,11580,11580,11577,11580,11580,11580,6929,11580,11580,11580,774,11580,11580,11580,5798,4991,210,11580,11580,11580,11580,861,11580,4991,0,0,0,11580
27648,51486,Ridgewood Savings Bank,Ridgewood Savings Bank,0,0,592,0,0,0,0,0,592,592,592,592,589,592,592,592,213,592,592,592,100,592,592,592,436,356,44,592,592,592,592,105,592,356,0,0,0,592
27719,33037,RPM INTERNATIONAL INC,RPM INTERNATIONAL INC,0,0,1916,0,0,0,0,0,1916,1916,1916,1916,1916,1916,1916,1916,1118,1916,1916,1916,181,1916,1916,1916,744,772,81,1916,1916,1916,1916,259,1916,772,0,0,0,1916
27724,48885,Rsr Group Inc,RSR Group,0,0,570,0,0,0,0,0,570,570,570,570,569,570,570,570,390,570,570,570,121,570,570,570,25,357,10,570,570,570,570,59,570,357,0,0,0,570
27730,33051,RUPPERT LANDSCAPE INC,RUPPERT LANDSCAPE INC,0,0,862,0,0,0,0,0,862,862,862,862,862,862,862,862,620,862,862,862,125,862,862,862,142,400,12,862,862,862,862,28,862,400,0,0,0,862
27733,33056,RUSSELL T BUNDY,RUSSELL T BUNDY,0,0,671,0,0,0,0,0,671,671,671,671,661,671,671,671,261,671,671,671,88,671,671,671,548,274,27,671,671,671,671,71,671,274,0,0,0,671
27905,33247,SEA LTD,SEA LTD,0,0,555,0,0,0,0,0,555,555,555,555,552,555,555,555,461,555,555,555,49,555,555,555,0,317,11,555,555,555,555,44,555,317,0,0,0,555
27932,33277,SEMA CONSTRUCTION,SEMA CONSTRUCTION,0,0,1030,0,0,0,0,0,1030,1030,1030,1030,1019,1030,1030,1030,414,1030,1030,1030,42,1030,1030,1030,612,483,21,1030,1030,1030,1030,93,1030,483,0,0,0,1030
27935,33280,Seminole County Sheriffs Office,Seminole County Sheriffs Office,0,0,2451,0,0,0,0,0,2451,2451,2451,2451,2451,2451,2451,2451,1664,2451,2451,2451,207,2451,2451,2451,1614,1378,41,2451,2451,2451,2451,246,2451,1378,0,0,0,2451
27937,33282,"KYOCERA SENCO Industrial Tools, Inc.","KYOCERA SENCO Industrial Tools, Inc.",0,0,537,0,0,0,0,0,537,537,537,537,536,537,537,537,436,537,537,537,59,537,537,537,179,278,31,537,537,537,537,92,537,278,0,0,0,537
27980,33347,Shiseido,Shiseido,0,0,2339,0,0,0,0,0,2339,2339,2339,2339,2337,2339,2339,2339,1365,2339,2339,2339,584,2339,2339,2339,1042,1398,68,2339,2339,2339,2339,182,2339,1398,0,0,0,2339
28016,33387,SIRIUS XM RADIO INC,SIRIUS XM RADIO INC,0,0,7653,0,0,0,0,0,7653,7653,7653,7653,7649,7653,7653,7653,2990,7653,7653,7653,1370,7653,7653,7653,7461,3973,132,7653,7653,7653,7653,459,7653,3973,0,0,0,7653
28031,47889,SKILLSOFT CORPORATION,SKILLSOFT CORPORATION,0,0,1437,0,0,0,0,0,1437,1437,1437,1437,1396,1437,1437,1437,192,1437,1437,1437,156,1437,1437,1437,472,684,31,1437,1437,1437,1437,102,1437,684,0,0,0,1437
28057,33434,SNIDER TIRE INC,SNIDER TIRE INC,0,0,1456,0,0,0,0,0,1456,1456,1456,1456,1455,1456,1456,1456,957,1456,1456,1456,251,1456,1456,1456,210,639,39,1456,1456,1456,1456,89,1456,639,0,0,0,1456
28060,33438,SOCIETE GENERALE,SOCIETE GENERALE,0,0,4280,0,0,0,0,0,4280,4280,4280,4280,4279,4280,4280,4280,2275,4280,4280,4280,1702,4280,4280,4280,1366,2092,94,4280,4280,4280,4280,365,4280,2092,0,0,0,4280
28060,55609,Societe Generale Bernstein,SOCIETE GENERALE,0,0,0,0,0,0,0,0,45,45,45,45,43,45,45,45,20,45,45,45,27,45,45,45,4,45,0,0,45,45,45,0,45,45,0,0,0,45
28096,33483,Southeast Emergency Communications,Southeast Emergency Communications,0,0,44,0,0,0,0,0,44,44,44,44,44,44,44,44,22,44,44,44,0,44,44,44,37,23,0,44,44,44,44,2,44,23,0,0,0,44
28108,33495,SOUTHERN NEWSPAPERS INC,SOUTHERN NEWSPAPERS INC,0,0,225,0,0,0,0,0,225,225,225,225,198,225,225,225,138,225,225,225,18,225,225,225,56,138,19,225,225,225,225,27,225,138,0,0,0,225
28110,33497,Southern Pipe & Supply Co. Inc,Southern Pipe & Supply Co. Inc,0,0,1576,0,0,0,0,0,1576,1576,1576,1576,1576,1576,1576,1576,1337,1576,1576,1576,82,1576,1576,1576,1310,1441,73,1576,1576,1576,1576,133,1576,1441,0,0,0,1576
28169,33564,SPS HOLDING CORP,SPS HOLDING CORP,0,0,1008,0,0,0,0,0,1008,1008,1008,1008,1008,1008,1008,1008,679,1008,1008,1008,163,1008,1008,1008,485,488,33,1008,1008,1008,1008,105,1008,488,0,0,0,1008
28271,48943,Storopack Inc,Storopack Inc,0,0,620,0,0,0,0,0,620,620,620,620,619,620,620,620,333,620,620,620,42,620,620,620,302,329,24,620,620,620,620,73,620,329,0,0,0,620
28285,33708,Hood Container Corporation,Hood Container Corporation,0,0,4372,0,0,0,0,0,4372,4372,4372,4372,4364,4372,4372,4372,2459,4372,4372,4372,341,4372,4372,4372,1829,1724,212,4372,4372,4372,4372,443,4372,1724,0,0,0,4372
28379,33825,TAMAYA ENTERPRISES DBA SANTA ANA STAR CA,TAMAYA ENTERPRISES DBA SANTA ANA STAR CA,0,0,587,0,0,0,0,0,587,587,587,587,568,587,587,587,472,587,587,587,46,587,587,587,350,355,18,587,587,587,587,35,587,355,0,0,0,587
28380,33826,TAMAYA ENTERPRISES STHRN SANDOVAL INVEST,TAMAYA ENTERPRISES STHRN SANDOVAL INVEST,0,0,36,0,0,0,0,0,36,36,36,36,19,36,36,36,12,36,36,36,0,36,36,36,31,26,4,36,36,36,36,8,36,26,0,0,0,36
28451,51109,Tencarva Machinery Company,Tencarva Machinery,0,0,902,0,0,0,0,0,902,902,902,902,882,902,902,902,744,902,902,902,27,902,902,902,612,473,13,902,902,902,902,62,902,473,0,0,0,902
28511,33986,THE BECK GROUP,THE BECK GROUP,0,0,587,0,0,0,0,0,587,587,587,587,583,587,587,587,277,587,587,587,0,587,587,587,397,306,2,587,587,587,587,32,587,306,0,0,0,587
28522,33999,THE CAPITAL MARKETS COMPANY,THE CAPITAL MARKETS COMPANY,0,0,2110,0,0,0,0,0,2110,2110,2110,2110,2106,2110,2110,2110,944,2110,2110,2110,285,2110,2110,2110,792,1137,35,2110,2110,2110,2110,150,2110,1137,0,0,0,2110
28546,47931,The Crane Group Companies Limited Inc,The Crane Group Companies Limited,0,0,325,0,0,0,0,0,325,325,325,325,218,325,325,325,164,325,325,325,10,325,325,325,182,135,7,325,325,325,325,26,325,135,0,0,0,325
28551,34034,THE DELMAR GARDENS FAMILY,THE DELMAR GARDENS FAMILY,0,0,1845,0,0,0,0,0,1845,1845,1845,1845,1783,1845,1845,1845,1097,1845,1845,1845,65,1842,1845,1845,1177,795,96,1845,1845,1845,1845,184,1845,796,0,0,0,1845
28618,34112,The Maryland-National Capital Park and Planning Commission,The Maryland-National Capital Park,0,0,5840,0,0,0,0,0,5840,5840,5840,5840,5833,5840,5840,5840,987,5840,5840,5840,465,5840,5840,5840,5125,2825,1654,5840,5840,5840,5840,1931,5840,2825,0,0,0,5840
28650,34149,The Pueblo of Santa Ana,The Pueblo of Santa Ana,0,0,409,0,0,0,0,0,409,409,409,409,337,409,409,409,345,409,409,409,7,409,409,409,373,230,23,409,408,409,409,64,409,230,0,0,0,409
28654,34153,THE REILY COMPANIES INC,THE REILY COMPANIES INC,0,0,897,0,0,0,0,0,897,897,897,897,897,897,897,897,662,897,897,897,82,897,897,897,815,515,53,897,897,897,897,108,897,515,0,0,0,897
28662,34162,THE SCHOOL DISTRICT OF ESCAMBIA COUNTY,THE SCHOOL DISTRICT OF ESCAMBIA COUNTY,0,0,5507,0,0,0,0,0,5507,5507,5507,5507,5502,5507,5507,5507,4410,5507,5507,5507,23,5507,5507,5507,4228,3287,245,5507,5507,5507,5507,751,5507,3287,0,0,0,5507
28691,34200,Theragenics Corporation,THERAGENICS CORPORATION,0,0,382,0,0,0,0,0,382,382,382,382,370,382,382,382,151,382,382,382,49,382,382,382,265,196,23,382,382,382,382,51,382,196,0,0,0,382
28702,34212,THOMPSON COBURN LLP,THOMPSON COBURN LLP,0,0,746,0,0,0,0,0,746,746,746,746,743,746,746,746,615,746,746,746,114,746,746,746,559,626,28,746,746,746,746,50,746,626,0,0,0,746
28727,34246,TISHMAN SPEYER,TISHMAN SPEYER,0,0,1610,0,0,0,0,0,1610,1610,1610,1610,1607,1610,1610,1610,588,1610,1610,1610,541,1610,1610,1610,1385,865,50,1610,1610,1610,1610,149,1610,865,0,0,0,1609
28758,34281,TOWER FEDERAL CREDIT UNION,TOWER FEDERAL CREDIT UNION,0,0,833,0,0,0,0,0,833,833,833,833,833,833,833,833,550,833,833,833,127,833,833,833,613,534,24,833,833,833,833,78,833,534,0,0,0,833
28780,34305,TPG Global LLC,TPG GLOBAL LLC,0,0,3201,0,0,0,0,0,3201,3201,3201,3201,3142,3201,3201,3201,1138,3201,3201,3201,612,3201,3201,3201,2947,1834,20,3201,3201,3201,3201,173,3201,1834,0,0,0,3201
28832,34364,Trico Electric Cooperative Inc,TRICO ELECTRIC COOPERATIVE INC,0,0,331,0,0,0,0,0,331,331,331,331,314,331,331,331,238,331,331,331,32,331,331,331,303,186,9,331,331,331,331,22,331,186,0,0,0,331
28856,34392,Trumbull County Commissioners,Trumbull County Commissioners,0,0,1840,0,0,0,0,0,1840,1840,1840,1840,1560,1840,1840,1840,1114,1840,1840,1840,32,1840,1840,1840,1208,854,149,1840,1840,1840,1840,446,1840,854,0,0,0,1840
28869,51416,TULANE UNIVERSITY SCHOOL OF MEDICINE,TULANE UNIVERSITY SCHOOL OF MEDICINE,0,0,689,0,0,0,0,0,689,689,689,689,355,689,689,689,293,689,689,689,275,689,689,689,636,545,1,689,689,689,689,19,689,545,0,0,0,689
29071,34619,Unified Gov Wyandotte Co Kansas City,UNIFIED GOV WYANDOTTE CO KANSAS CITY,0,0,4487,0,0,0,0,0,4487,4487,4487,4487,4486,4487,4487,4487,3842,4487,4487,4487,4,4487,4487,4487,3384,2446,141,4487,4487,4487,4487,531,4487,2446,0,0,0,4487
29082,34634,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL U,UNITED FOOD AND COMMERCIAL WORKERS INTER,0,0,2061,0,0,0,0,0,2061,2061,2061,2061,2045,2061,2061,2061,1561,2061,2061,2061,220,2061,2061,2061,1809,1010,250,2061,2061,2061,2061,568,2061,1010,0,0,0,2061
29098,34652,United States Golf Association,United States Golf Association,0,0,895,0,0,0,0,0,895,895,895,895,883,895,895,895,658,895,895,895,104,895,895,895,394,510,129,895,895,895,895,182,895,510,0,0,0,895
29101,47923,United States Pharmacopeial Convention Inc,United States Pharmacopeial Convention,0,0,1786,0,0,0,0,0,1786,1786,1786,1786,1785,1786,1786,1786,758,1786,1786,1786,208,1786,1786,1786,741,870,62,1786,1786,1786,1786,135,1786,870,0,0,0,1786
29183,34746,VALMARK INSURANCE AGENCY LLC,VALMARK INSURANCE AGENCY LLC,0,0,241,0,0,0,0,0,241,241,241,241,241,241,241,241,121,241,241,241,7,241,241,241,147,140,3,241,241,241,241,30,241,140,0,0,0,241
29219,34788,VERIFONE INC,VERIFONE INC,0,0,861,0,0,0,0,0,861,861,861,861,861,861,861,861,278,861,861,861,0,861,861,861,682,452,26,861,856,861,861,74,861,452,0,0,0,861
29227,43117,"Vertafore, Inc.",VERTAFORE INC,0,0,2,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,1,1,2,2,2,2,1,2,1,0,0,0,2
29228,34799,VESTAS AMERICAN HOLDING INC,VESTAS AMERICAN HOLDING INC,0,0,9465,0,0,0,0,0,9465,9465,9465,9465,9461,9465,9465,9465,4787,9465,9465,9465,1046,9465,9465,9465,4548,3650,109,9465,9465,9465,9465,708,9465,3650,0,0,0,9465
29230,34801,VI JON INC,VI JON INC,0,0,1591,0,0,0,0,0,1591,1591,1591,1591,1579,1591,1591,1591,919,1591,1591,1591,81,1591,1591,1591,1336,1020,66,1591,1591,1591,1591,150,1591,1020,0,0,0,1591
29245,34819,Village of Gilberts,Village of Gilberts,0,0,16,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16,2,8,1,16,16,16,16,1,16,8,0,0,0,16
29248,34822,Village of River Forest,Village of River Forest,0,0,168,0,0,0,0,0,168,168,168,168,168,168,168,168,100,168,168,168,5,168,168,168,57,67,6,168,168,168,168,18,168,67,0,0,0,168
29251,34825,Village of Swansea,Village of Swansea,0,0,135,0,0,0,0,0,135,135,135,135,135,135,135,135,80,135,135,135,1,135,135,135,66,48,2,135,135,135,135,12,135,48,0,0,0,135
29312,34897,W W GRAINGER INC,W W GRAINGER INC,0,0,5764,0,0,0,0,0,5764,5764,5764,5764,5763,5764,5764,5764,2700,5764,5764,5764,161,5764,5764,5764,4201,3061,126,5764,5764,5764,5764,508,5764,3061,0,0,0,5764
29318,34904,WACKER NEUSON CORPORATION,WACKER NEUSON CORPORATION,0,0,719,0,0,0,0,0,719,719,719,719,719,719,719,719,535,719,719,719,68,719,719,719,403,372,28,719,719,719,719,74,719,372,0,0,0,719
29332,49054,WALLIS COMPANIES,WALLIS COMPANIES,0,0,869,0,0,0,0,0,869,869,869,869,868,869,869,869,624,869,869,869,29,869,869,869,594,525,32,869,869,869,869,71,869,525,0,0,0,869
29342,34932,WARREN COUNTY BOARD OF COMMISSIONERS,WARREN COUNTY BOARD OF COMMISSIONERS,0,0,1966,0,0,0,0,0,1966,1966,1966,1966,1812,1966,1966,1966,1519,1966,1966,1966,8,1966,1966,1966,1158,987,60,1966,1966,1966,1966,440,1966,987,0,0,0,1966
29356,34946,WASHINGTON SUBURBAN SANITARY COMMISSION,WASHINGTON SUBURBAN SANITARY COMMISSION,0,0,4432,0,0,0,0,0,4432,4432,4432,4432,4431,4432,4432,4432,3499,4432,4432,4432,360,4432,4432,4432,2604,2039,1536,4432,4432,4432,4432,1703,4432,2041,0,0,0,4432
29366,34956,WAUKESHA COUNTY,WAUKESHA COUNTY,0,0,2781,0,0,0,0,0,2781,2781,2781,2781,2478,2781,2781,2781,2423,2781,2781,2781,142,2781,2781,2781,2571,1422,47,2781,2781,2781,2781,212,2781,1422,0,0,0,2781
29375,34969,WEC Energy Group - Retirees,WEC Energy Group - Retirees,0,0,476,0,0,0,0,0,476,476,476,476,475,476,476,476,264,476,476,476,12,476,476,476,368,342,32,476,476,476,476,39,476,342,0,0,0,476
29386,51413,WEIL GOTSHAL & MANGES LLP,WEIL GOTSHAL & MANGES LLP,0,0,2990,0,0,0,0,0,2990,2990,2990,2990,2977,2990,2990,2990,1266,2990,2990,2990,20,2990,2990,2990,2549,1639,305,2990,2990,2990,2990,424,2990,1639,0,0,0,2990
29467,51473,WILLERT HOME PRODUCTS INC,WILLERT HOME PRODUCTS INC,0,0,344,0,0,0,0,0,344,344,344,344,343,344,344,344,187,344,344,344,28,344,344,344,265,150,18,344,344,344,344,27,344,150,0,0,0,344
29471,35089,Williams and Connolly LLP,Williams and Connolly LLP,0,0,1248,0,0,0,0,0,1248,1248,1248,1248,1201,1248,1248,1248,1092,1248,1248,1248,235,1248,1248,1248,1028,785,93,1248,1248,1248,1248,152,1248,785,0,0,0,1248
29493,35120,WINSTEAD PC,WINSTEAD PC,0,0,1082,0,0,0,0,0,1082,1082,1082,1082,1082,1082,1082,1082,824,1082,1082,1082,45,1082,1082,1082,690,622,49,1082,1082,1082,1082,79,1082,622,0,0,0,1082
29500,51484,WISCONSIN HEALTH FUND,WISCONSIN HEALTH FUND,0,0,3177,0,0,0,0,0,3177,3177,3177,3177,3066,3177,3177,3177,13,3177,3177,3177,12,3177,3177,3177,929,1067,116,3177,3177,3177,3177,460,3177,1067,0,0,0,3176
29502,35132,"Wolter, Inc","Wolter, Inc",0,0,1003,0,0,0,0,0,1003,1003,1003,1003,1003,1003,1003,1003,377,1003,1003,1003,66,1003,1003,1003,391,598,37,1003,1003,1003,1003,80,1003,598,0,0,0,1003
29506,35136,WIXON INC,WIXON INC,0,0,436,0,0,0,0,0,436,436,436,436,429,436,436,436,169,436,436,436,56,436,436,436,233,210,12,436,436,436,436,32,436,210,0,0,0,436
29509,39298,WMATA,WMATA,0,0,6551,0,0,0,0,0,6551,6551,6551,6551,6546,6551,6551,6551,2906,6551,6551,6551,748,6551,6551,6551,595,3037,358,6551,6551,6551,6551,935,6551,3037,0,0,0,6551
29555,51485,XTRA CORPORATION,XTRA CORPORATION,0,0,676,0,0,0,0,0,676,676,676,676,676,676,676,676,562,676,676,676,91,676,676,676,538,469,20,676,676,676,676,72,676,469,0,0,0,676
29593,35253,ZILBER LTD,ZILBER LTD,0,0,256,0,0,0,0,0,256,256,256,256,255,256,256,256,178,256,256,256,15,256,256,256,166,159,11,256,256,256,256,20,256,159,0,0,0,256
29624,43045,M E Fields Inc - DBA Fields Auto Group,M E Fields Inc - DBA Fields Auto Group,0,0,1855,0,0,0,0,0,1855,1855,1855,1855,1854,1855,1855,1855,804,1855,1855,1855,151,1855,1855,1855,563,1252,45,1855,1855,1855,1855,108,1855,1252,0,0,0,1855
29671,35349,Zoetis,Zoetis,0,0,13921,0,0,0,0,0,13921,13921,13921,13921,13921,13921,13921,13921,6841,13921,13921,13921,821,13921,13917,13917,8236,6673,286,13921,13921,13921,13921,1146,13921,6673,0,0,0,13921
29712,35415,Cole Haan Inc,Cole Haan Inc,0,0,933,0,0,0,0,0,933,933,933,933,933,933,933,933,687,933,933,933,153,933,933,933,567,560,16,933,933,933,933,76,933,560,0,0,0,933
29715,35418,OOCL USA Inc,OOCL USA Inc,0,0,1062,0,0,0,0,0,1062,1062,1062,1062,1062,1062,1062,1062,568,1062,1062,1062,96,1062,1062,1062,342,515,51,1062,1062,1062,1062,144,1062,515,0,0,0,1062
29764,35484,AbbVie,AbbVie,0,0,25287,0,0,0,0,0,25287,25287,25287,25287,25245,25287,25287,25287,16852,25287,25287,25287,1994,25287,25287,25287,10924,10412,436,25287,25287,25287,25287,1355,25287,10412,0,0,0,25287
29764,44566,AbbVie PR,AbbVie,0,0,0,0,0,0,0,0,51147,51146,51146,51147,49465,51147,51147,51147,30498,51147,51147,51147,4302,51144,51104,51103,18546,50696,0,0,51146,51147,51147,0,51147,50696,0,0,0,51144
29770,35486,Mallinckrodt Enterprises LLC,Mallinckrodt Enterprises LLC,0,0,5045,0,0,0,0,0,5045,5045,5045,5045,5044,5045,5045,5045,2336,5045,5045,5045,306,5045,5045,5045,4349,2695,200,5045,5045,5045,5045,517,5045,2695,0,0,0,5045
29786,42199,Tosoh America,Tosoh America,0,0,1002,0,0,0,0,0,1002,1002,1002,1002,944,1002,1002,1002,669,1002,1002,1002,71,1002,1002,1002,607,591,38,1002,1002,1002,1002,75,1002,591,0,0,0,1002
29891,35641,Intergovernmental Personnel Benefit Cooperative II,Intergovernmental Personnel Benefit Co.,0,0,1439,0,0,0,0,0,1439,1439,1439,1439,1436,1439,1439,1439,550,1439,1439,1439,30,1439,1439,1439,304,531,194,1439,1439,1439,1439,348,1439,531,0,0,0,1439
29992,35747,American Homes 4 Rent LP,American Homes 4 Rent LP,0,0,2373,0,0,0,0,0,2373,2373,2373,2373,2373,2373,2373,2373,1223,2373,2373,2373,318,2373,2373,2373,1163,1421,30,2373,2373,2373,2373,185,2373,1421,0,0,0,2373
300,338,Travelers Companies Inc,Travelers Companies,0,0,15779,0,0,0,0,0,15779,15779,15779,15779,15768,15779,15779,15779,9829,15779,15779,15779,1345,15779,15779,15779,12521,7523,711,15779,15779,15779,15779,1368,15779,7523,0,0,0,15779
300,48416,Anthem - Travelers Companies,Travelers Companies,0,0,0,0,0,0,0,0,39076,39076,39076,39076,39076,39076,39076,39076,24806,39076,37046,37046,3390,37046,37046,37046,30413,24969,0,0,39076,39076,39076,0,39076,24969,0,0,0,39068
30019,42456,Babcock Power Inc,Babcock Power Inc,0,0,2030,0,0,0,0,0,2030,2030,2030,2030,2022,2030,2030,2030,1258,2030,2030,2030,93,2030,2030,2030,1011,1013,49,2030,2030,2030,2030,136,2030,1013,0,0,0,2030
30047,35810,Annett Holdings,Annett Holdings,0,0,5950,0,0,0,0,0,5950,5950,5950,5950,5948,5950,5950,5950,4633,5950,5950,5950,592,5950,5950,5950,5872,2044,88,5950,5950,5950,5950,375,5950,2044,0,0,0,5950
30104,35870,Sensient Technologies,Sensient Technologies,0,0,2119,0,0,0,0,0,2119,2119,2119,2119,2114,2119,2119,2119,227,2119,2119,2119,144,2119,2119,2119,1554,1205,62,2119,2119,2119,2119,229,2119,1205,0,0,0,2119
30126,35893,SCS Engineers,SCS Engineers,0,0,2019,0,0,0,0,0,2019,2019,2019,2019,2019,2019,2019,2019,1527,2019,2019,2019,153,2019,2019,2019,622,1038,55,2019,2019,2019,2019,134,2019,1038,0,0,0,2019
